"xexist2"  "yexist2"  "xexist2"  "ynode"  "c#1"  "c#2"  "c#3"  "c#4"  "cannot-link"
"603"  2.88318405232881  1.97687447402028  2.88318405232881  1.8651712697964  0  0  1  0  0
"604"  3.38823455737932  5.13272851159403  3.38823455737932  5.39864688262881  0  1  0  0  0
"605"  4.39833556748033  0.553607119553209  4.39833556748033  0.528163241062731  1  0  0  0  0
"606"  11.4690426381874  1.20695980808507  11.4690426381874  0.745674775287463  1  0  0  0  0
"607"  16.0144971836419  0.945634914243308  16.0144971836419  0.875145184255851  0  0  0  1  0
"608"  19.5498507189955  1.77247268326542  19.5498507189955  1.59555662369317  0  1  0  0  0
"609"  20.054901224046  5.18180041166108  20.054901224046  5.58017252652992  0  0  0  1  0
"610"  20.5599517290965  0.312878690152317  20.5599517290965  0.221186243654117  0  0  0  1  0
"611"  22.075103244248  5.26901374690444  22.075103244248  5.18554564195894  1  0  0  0  0
"612"  28.1357093048541  1.00550374715564  28.1357093048541  0.56874157000308  1  0  0  0  0
"613"  37.2266183957632  4.47877718885028  37.2266183957632  4.26528570502595  0  0  0  1  0
"614"  38.2367194058642  5.36539328262618  38.2367194058642  5.60672389437853  0  1  0  0  0
"615"  40.2569214260662  5.99187401450466  40.2569214260662  5.59982038383599  1  0  0  0  1
"616"  0.862982032126794  0.318393023774945  0.862982032126794  0.188167048941352  0  1  0  0  0
"617"  2.88318405232881  1.97687447402028  2.88318405232881  1.71433462347237  1  0  0  0  0
"618"  3.89328506242982  0.064790468382993  3.89328506242982  0.029509507072502  0  0  1  0  0
"619"  4.39833556748033  0.553607119553209  4.39833556748033  0.161340411127032  0  0  0  1  1
"620"  25.6104567796015  5.46101197379612  25.6104567796015  5.08827375097171  1  0  0  0  0
"621"  28.1357093048541  1.00550374715564  28.1357093048541  1.05272712652546  1  0  0  0  0
"622"  29.1458103149551  0.157861411610141  29.1458103149551  0.460870293007686  0  1  0  0  0
"623"  31.1660123351571  1.01964950065085  31.1660123351571  0.573540547322044  0  0  0  1  0
"624"  39.2468204159652  1.17340238334381  39.2468204159652  1.36727799673334  0  0  1  0  0
"625"  41.7720729412177  6.13459080702228  41.7720729412177  0.178281613499607  0  1  0  0  0
"626"  48.8427800119248  5.49361685843927  48.8427800119248  5.67404370190365  0  0  1  0  0
"627"  49.3478305169753  5.41142442383206  49.3478305169753  5.65990828562862  0  1  0  0  1
"628"  5.91348708263185  1.79149088064052  5.91348708263185  1.39532977655373  0  1  0  0  0
"629"  7.93368910283387  0.476167002577675  7.93368910283387  0.654882202741099  1  0  0  0  0
"630"  8.94379011293488  4.96053622254963  8.94379011293488  4.66851027809876  0  0  1  0  0
"631"  11.9740931432379  0.327686646911802  11.9740931432379  0.214427286484766  0  0  1  0  0
"632"  13.9942951634399  0.887343348394223  13.9942951634399  0.786724266520777  0  0  0  1  0
"633"  15.0043961735409  3.15872440184186  15.0043961735409  3.65725908055621  0  1  0  0  0
"634"  18.034699203844  5.36090498166824  18.034699203844  5.53920702152619  0  1  0  0  0
"635"  30.6609618301066  5.55065480588864  30.6609618301066  5.45579210312034  1  0  0  0  0
"636"  33.1862143553591  4.32294259967022  33.1862143553591  4.42721148931161  0  0  1  0  0
"637"  33.6912648604096  5.13156735001982  33.6912648604096  5.0414347647588  0  0  0  1  0
"638"  37.2266183957632  4.47877718885028  37.2266183957632  4.55940149076813  1  0  0  0  0
"639"  39.7518709210157  6.08129946142816  39.7518709210157  6.26827707305  0  0  0  1  0
"640"  41.2670224361672  5.21627957339595  41.2670224361672  5.31321708567637  1  0  0  0  0
"641"  43.7922749614197  0.680565318905799  43.7922749614197  0.332209891055761  0  1  0  0  0
"642"  45.3074264765712  6.12539506196511  45.3074264765712  5.83519899780398  1  0  0  0  0
"643"  45.8124769816217  1.47842494386062  45.8124769816217  1.87630085681379  0  0  0  1  0
"644"  47.8326790018238  0.769383408119694  47.8326790018238  0.57999249267371  0  0  0  1  1
"645"  3.89328506242982  0.064790468382993  3.89328506242982  6.24245433109848  0  0  1  0  0
"646"  9.44884061798538  0.495878918340055  9.44884061798538  0.272187040431051  0  0  1  0  0
"647"  9.95389112303589  0.370129135105639  9.95389112303589  6.21834542290762  1  0  0  0  0
"648"  12.9841941533389  5.66544624247412  12.9841941533389  5.55570499032559  1  0  0  0  0
"649"  13.9942951634399  0.887343348394223  13.9942951634399  1.04078458032485  0  0  1  0  0
"650"  14.4993456684904  5.45220257550964  14.4993456684904  5.31298045464346  1  0  0  0  0
"651"  18.5397497088945  5.14797100547599  18.5397497088945  5.4910567491957  0  1  0  0  0
"652"  19.5498507189955  1.77247268326542  19.5498507189955  1.65907302794008  0  0  0  1  0
"653"  20.054901224046  5.18180041166108  20.054901224046  5.52878750522707  0  0  1  0  0
"654"  21.5700527391975  0.500883117414991  21.5700527391975  0.234636646559442  0  0  0  1  0
"655"  26.6205577897026  6.05315345967177  26.6205577897026  0.242497567533389  1  0  0  0  0
"656"  32.1761133452581  0.25503483662383  32.1761133452581  0.197317943358806  1  0  0  0  0
"657"  36.7215678907127  5.68421187999485  36.7215678907127  5.59711290013803  0  0  0  1  0
"658"  38.7417699109147  6.14745268086364  38.7417699109147  0.33084900373892  1  0  0  0  0
"659"  43.7922749614197  0.680565318905799  43.7922749614197  0.878222329656644  1  0  0  0  0
"660"  47.3276284967733  5.11755931708451  47.3276284967733  4.9992539049634  1  0  0  0  0
"661"  50.3579315270763  5.63386415026046  50.3579315270763  5.24443896102615  0  0  1  0  1
"662"  15.5094466785914  0.639292866517274  15.5094466785914  0.144145797299637  0  0  0  1  0
"663"  26.115507284652  4.96736387857967  26.115507284652  4.82220285032675  0  0  1  0  0
"664"  34.1963153654601  0.0372454898455731  34.1963153654601  0.513107847611009  0  0  0  1  0
"665"  39.7518709210157  6.08129946142816  39.7518709210157  6.01816068287388  1  0  0  0  0
"666"  45.3074264765712  6.12539506196511  45.3074264765712  5.87722854763736  0  1  0  0  0
"667"  46.8225779917228  4.65852117158187  46.8225779917228  4.28434781163646  0  1  0  0  1
"668"  2.37813354727831  0.85607998729223  2.37813354727831  1.24974530846351  0  0  0  1  0
"669"  13.4892446583894  0.402653069669581  13.4892446583894  0.0124835176078741  0  0  1  0  0
"670"  15.0043961735409  3.15872440184186  15.0043961735409  3.20160034345183  0  0  0  1  0
"671"  25.105406274551  6.25882269931788  25.105406274551  6.01250264840962  0  1  0  0  0
"672"  33.1862143553591  4.32294259967022  33.1862143553591  4.04418289150782  1  0  0  0  0
"673"  36.7215678907127  5.68421187999485  36.7215678907127  5.47167580763636  0  0  0  1  0
"674"  42.2771234462682  0.644982217757684  42.2771234462682  0.745695845170599  0  0  1  0  0
"675"  42.7821739513187  0.995691059368073  42.7821739513187  1.41953580544923  0  0  1  0  0
"676"  44.8023759715207  5.89996826235876  44.8023759715207  5.956481516191  0  0  1  0  1
"677"  0.357931527076289  5.29206320254711  0.357931527076289  5.31517327374426  0  1  0  0  0
"678"  4.90338607253083  5.45894364537997  4.90338607253083  5.07598424507631  1  0  0  0  0
"679"  10.9639921331369  5.37848938785589  10.9639921331369  4.93572681157945  0  0  0  1  0
"680"  15.0043961735409  3.15872440184186  15.0043961735409  2.93060253746527  0  0  1  0  0
"681"  17.024598193743  1.05128047826312  17.024598193743  1.13513220079787  0  1  0  0  0
"682"  19.5498507189955  1.77247268326542  19.5498507189955  1.854208928458  0  1  0  0  0
"683"  24.09530526445  0.957661324452108  24.09530526445  0.8849051508973  0  1  0  0  0
"684"  26.6205577897026  6.05315345967177  26.6205577897026  5.67956602688867  0  0  1  0  0
"685"  30.6609618301066  5.55065480588864  30.6609618301066  5.60280749101121  0  0  1  0  0
"686"  34.1963153654601  0.0372454898455731  34.1963153654601  6.13122845181596  0  0  1  0  0
"687"  34.7013658705106  5.98941336844656  34.7013658705106  6.15775716274585  1  0  0  0  0
"688"  41.2670224361672  5.21627957339595  41.2670224361672  5.21513350925605  0  0  1  0  0
"689"  41.7720729412177  6.13459080702228  41.7720729412177  0.150545337111438  0  0  1  0  0
"690"  47.3276284967733  5.11755931708451  47.3276284967733  4.65350527763788  0  1  0  0  0
"691"  49.3478305169753  5.41142442383206  49.3478305169753  5.4109257487893  0  0  0  1  1
"692"  1.3680325371773  6.28278287778247  1.3680325371773  6.11855755023296  0  1  0  0  0
"693"  4.39833556748033  0.553607119553209  4.39833556748033  0.457280539747746  0  0  1  0  0
"694"  17.5296486987935  0.592268614113743  17.5296486987935  0.903782747701223  1  0  0  0  0
"695"  31.1660123351571  1.01964950065085  31.1660123351571  0.553280260571772  0  0  0  1  0
"696"  35.7114668806116  6.14714389448967  35.7114668806116  6.0776589975318  0  1  0  0  0
"697"  40.7619719311167  4.38377384862807  40.7619719311167  4.80005332266856  0  1  0  0  1
"698"  4.90338607253083  5.45894364537997  4.90338607253083  5.20928926756932  0  1  0  0  0
"699"  21.5700527391975  0.500883117414991  21.5700527391975  0.388139420984293  1  0  0  0  0
"700"  25.105406274551  6.25882269931788  25.105406274551  0.475322258190412  0  0  0  1  0
"701"  26.6205577897026  6.05315345967177  26.6205577897026  5.99583490331645  1  0  0  0  0
"702"  28.6407598099046  4.36514459621217  28.6407598099046  4.29788392084706  0  1  0  0  0
"703"  33.6912648604096  5.13156735001982  33.6912648604096  5.39116746316582  1  0  0  0  0
"704"  34.1963153654601  0.0372454898455731  34.1963153654601  5.85715363427398  0  0  1  0  0
"705"  39.2468204159652  1.17340238334381  39.2468204159652  1.17389308719665  0  0  1  0  0
"706"  39.7518709210157  6.08129946142816  39.7518709210157  5.75955126993739  0  0  1  0  0
"707"  41.7720729412177  6.13459080702228  41.7720729412177  0.00267695227147158  1  0  0  0  0
"708"  42.2771234462682  0.644982217757684  42.2771234462682  0.656864946654719  0  0  1  0  0
"709"  47.3276284967733  5.11755931708451  47.3276284967733  4.97825365704905  1  0  0  0  1
"710"  3.38823455737932  5.13272851159403  3.38823455737932  4.74302729697505  1  0  0  0  0
"711"  3.89328506242982  0.064790468382993  3.89328506242982  5.91965589761769  0  1  0  0  0
"712"  5.91348708263185  1.79149088064052  5.91348708263185  1.34399851072423  1  0  0  0  0
"713"  6.41853758768235  0.87865949111189  6.41853758768235  0.906865447211445  0  0  0  1  0
"714"  7.42863859778336  5.74349793428676  7.42863859778336  6.08432883755425  0  1  0  0  0
"715"  7.93368910283387  0.476167002577675  7.93368910283387  0.0436634471419874  0  0  0  1  0
"716"  11.9740931432379  0.327686646911802  11.9740931432379  0.375911609693917  0  1  0  0  0
"717"  14.4993456684904  5.45220257550964  14.4993456684904  5.26036479998866  0  0  1  0  0
"718"  16.0144971836419  0.945634914243308  16.0144971836419  0.612126607594726  0  0  1  0  0
"719"  22.075103244248  5.26901374690444  22.075103244248  5.59049988517747  0  1  0  0  0
"720"  35.7114668806116  6.14714389448967  35.7114668806116  0.226970597541701  0  1  0  0  0
"721"  38.7417699109147  6.14745268086364  38.7417699109147  0.10131768392698  0  0  0  1  0
"722"  42.2771234462682  0.644982217757684  42.2771234462682  0.278668828255218  0  0  1  0  0
"723"  46.3175274866723  5.90746964127485  46.3175274866723  6.21721358909  1  0  0  0  0
"724"  47.8326790018238  0.769383408119694  47.8326790018238  0.630819576084406  1  0  0  0  1
"725"  4.90338607253083  5.45894364537997  4.90338607253083  5.84339129356994  0  0  1  0  0
"726"  11.4690426381874  1.20695980808507  11.4690426381874  0.896565794318869  0  1  0  0  0
"727"  12.4791436482884  0.714351654598175  12.4791436482884  0.741693667448742  0  0  1  0  0
"728"  20.5599517290965  0.312878690152317  20.5599517290965  0.701699138809815  1  0  0  0  0
"729"  21.5700527391975  0.500883117414991  21.5700527391975  0.275657146334628  0  1  0  0  0
"730"  27.1256082947531  0.865704902642804  27.1256082947531  0.793560486714753  0  0  0  1  0
"731"  29.6508608200056  5.66681256765727  29.6508608200056  5.23643627405394  0  0  1  0  0
"732"  31.6710628402076  5.84395284648216  31.6710628402076  5.89051808789535  0  1  0  0  0
"733"  32.6811638503086  0.355967858540514  32.6811638503086  0.512698347880193  0  1  0  0  0
"734"  37.7316689008137  0.0412993610626532  37.7316689008137  6.12631812578855  1  0  0  0  0
"735"  38.2367194058642  5.36539328262618  38.2367194058642  4.93397966214864  1  0  0  0  1
"736"  5.40843657758134  6.22193565878971  5.40843657758134  6.11822769006668  1  0  0  0  0
"737"  17.5296486987935  0.592268614113743  17.5296486987935  0.600018754616792  0  0  1  0  0
"738"  21.5700527391975  0.500883117414991  21.5700527391975  0.232961507145295  0  1  0  0  0
"739"  26.115507284652  4.96736387857967  26.115507284652  4.47113952502408  1  0  0  0  0
"740"  29.6508608200056  5.66681256765727  29.6508608200056  5.76214554432075  1  0  0  0  0
"741"  38.7417699109147  6.14745268086364  38.7417699109147  6.0606212455353  0  0  1  0  0
"742"  46.8225779917228  4.65852117158187  46.8225779917228  4.22438037713705  0  0  1  0  1
"743"  3.38823455737932  5.13272851159403  3.38823455737932  5.51307340328188  0  0  1  0  0
"744"  12.9841941533389  5.66544624247412  12.9841941533389  5.29577719272869  0  0  1  0  0
"745"  24.6003557695005  0.875966076415632  24.6003557695005  0.748475322176371  0  0  1  0  0
"746"  31.1660123351571  1.01964950065085  31.1660123351571  1.5003046970065  1  0  0  0  0
"747"  39.2468204159652  1.17340238334381  39.2468204159652  1.57967746665471  0  1  0  0  0
"748"  45.8124769816217  1.47842494386062  45.8124769816217  1.07740705308318  0  0  0  1  1
"749"  3.89328506242982  0.064790468382993  3.89328506242982  6.0315740306027  0  1  0  0  0
"750"  5.40843657758134  6.22193565878971  5.40843657758134  5.83104462626344  0  1  0  0  0
"751"  8.94379011293488  4.96053622254963  8.94379011293488  4.54208194359066  0  1  0  0  0
"752"  9.95389112303589  0.370129135105639  9.95389112303589  0.611990144144624  0  1  0  0  0
"753"  15.0043961735409  3.15872440184186  15.0043961735409  3.6103626077501  0  1  0  0  0
"754"  18.034699203844  5.36090498166824  18.034699203844  5.5035772403303  0  0  0  1  0
"755"  19.044800213945  5.85382848976897  19.044800213945  5.69474223650778  0  1  0  0  0
"756"  25.105406274551  6.25882269931788  25.105406274551  6.20717151254246  0  1  0  0  0
"757"  28.6407598099046  4.36514459621217  28.6407598099046  4.65431418177728  0  0  1  0  0
"758"  43.2872244563692  0.274651309262125  43.2872244563692  0.00273137332042933  1  0  0  0  0
"759"  49.3478305169753  5.41142442383206  49.3478305169753  5.33945472704581  0  0  1  0  0
"760"  49.8528810220258  5.53145812032183  49.8528810220258  5.19048723019098  0  1  0  0  1
"761"  14.4993456684904  5.45220257550964  14.4993456684904  5.70214983238394  0  0  1  0  0
"762"  15.0043961735409  3.15872440184186  15.0043961735409  2.75552441598567  0  0  0  1  0
"763"  19.5498507189955  1.77247268326542  19.5498507189955  1.35704518265052  1  0  0  0  0
"764"  20.054901224046  5.18180041166108  20.054901224046  5.47333277144555  0  1  0  0  0
"765"  24.6003557695005  0.875966076415632  24.6003557695005  1.19084527637124  0  0  1  0  0
"766"  26.115507284652  4.96736387857967  26.115507284652  5.03335938622043  0  0  1  0  0
"767"  34.1963153654601  0.0372454898455731  34.1963153654601  0.332991411166786  1  0  0  0  0
"768"  39.7518709210157  6.08129946142816  39.7518709210157  5.90865834709638  0  0  0  1  0
"769"  42.2771234462682  0.644982217757684  42.2771234462682  1.01668568765065  1  0  0  0  0
"770"  46.3175274866723  5.90746964127485  46.3175274866723  6.02995032896016  0  0  1  0  0
"771"  47.8326790018238  0.769383408119694  47.8326790018238  0.669317260840699  0  0  1  0  1
"772"  2.37813354727831  0.85607998729223  2.37813354727831  0.760145712220162  1  0  0  0  0
"773"  2.88318405232881  1.97687447402028  2.88318405232881  1.73653914481735  0  0  0  1  0
"774"  3.38823455737932  5.13272851159403  3.38823455737932  4.6593367805572  0  1  0  0  0
"775"  6.92358809273285  5.35400672768249  6.92358809273285  4.90969073724939  0  0  0  1  0
"776"  10.9639921331369  5.37848938785589  10.9639921331369  5.51329303619547  0  0  1  0  0
"777"  16.5195476886925  4.70042118543384  16.5195476886925  4.33284882546028  0  1  0  0  0
"778"  19.5498507189955  1.77247268326542  19.5498507189955  1.95458035722336  0  0  1  0  0
"779"  20.054901224046  5.18180041166108  20.054901224046  4.79276614251632  0  0  1  0  0
"780"  21.5700527391975  0.500883117414991  21.5700527391975  0.9913733241651  0  0  0  1  0
"781"  28.6407598099046  4.36514459621217  28.6407598099046  4.14402863430846  0  0  0  1  0
"782"  29.1458103149551  0.157861411610141  29.1458103149551  0.499712798783078  0  0  0  1  0
"783"  33.6912648604096  5.13156735001982  33.6912648604096  4.86736205186613  0  0  0  1  0
"784"  34.1963153654601  0.0372454898455731  34.1963153654601  6.1173283550549  0  0  0  1  0
"785"  35.2064163755611  5.65923794160774  35.2064163755611  6.03669925650759  1  0  0  0  0
"786"  40.7619719311167  4.38377384862807  40.7619719311167  4.3859594659688  0  0  1  0  0
"787"  41.2670224361672  5.21627957339595  41.2670224361672  4.86197813030529  0  0  0  1  0
"788"  42.2771234462682  0.644982217757684  42.2771234462682  0.389162325014082  1  0  0  0  0
"789"  49.3478305169753  5.41142442383206  49.3478305169753  5.82710813966914  0  0  1  0  0
"790"  50.3579315270763  5.63386415026046  50.3579315270763  5.4377620984976  1  0  0  0  1
"791"  0.357931527076289  5.29206320254711  0.357931527076289  5.3833576206362  1  0  0  0  0
"792"  2.88318405232881  1.97687447402028  2.88318405232881  1.87121327389365  1  0  0  0  0
"793"  8.94379011293488  4.96053622254963  8.94379011293488  5.01564453646401  1  0  0  0  0
"794"  13.4892446583894  0.402653069669581  13.4892446583894  0.556853355109892  0  1  0  0  0
"795"  13.9942951634399  0.887343348394223  13.9942951634399  0.405262894620263  0  0  0  1  0
"796"  22.075103244248  5.26901374690444  22.075103244248  5.28159022380807  0  0  1  0  0
"797"  23.085204254349  1.64457884999733  23.085204254349  1.75011891416083  0  0  0  1  0
"798"  34.1963153654601  0.0372454898455731  34.1963153654601  0.513277254256009  0  0  1  0  0
"799"  35.2064163755611  5.65923794160774  35.2064163755611  5.79520896996549  0  1  0  0  0
"800"  45.8124769816217  1.47842494386062  45.8124769816217  1.46132245880366  0  1  0  0  0
"801"  46.8225779917228  4.65852117158187  46.8225779917228  4.35389327366551  0  0  0  1  0
"802"  48.3377295068743  2.74493081214414  48.3377295068743  2.66700610796497  0  1  0  0  1
"803"  3.38823455737932  5.13272851159403  3.38823455737932  5.51248896227756  0  0  1  0  0
"804"  10.9639921331369  5.37848938785589  10.9639921331369  5.82388290220967  1  0  0  0  0
"805"  13.4892446583894  0.402653069669581  13.4892446583894  0.0399305980803583  0  0  0  1  0
"806"  17.024598193743  1.05128047826312  17.024598193743  1.5371912659759  0  0  0  1  0
"807"  21.065002234147  0.532092000527714  21.065002234147  0.888370685216446  0  1  0  0  0
"808"  26.6205577897026  6.05315345967177  26.6205577897026  0.0280299526442445  0  1  0  0  0
"809"  27.6306587998036  5.80215579711222  27.6306587998036  5.85908507623099  1  0  0  0  0
"810"  32.6811638503086  0.355967858540514  32.6811638503086  0.640651159188399  1  0  0  0  0
"811"  37.2266183957632  4.47877718885028  37.2266183957632  4.78997147739463  0  1  0  0  0
"812"  37.7316689008137  0.0412993610626532  37.7316689008137  0.000381484653286496  0  0  1  0  0
"813"  42.2771234462682  0.644982217757684  42.2771234462682  0.626645143788961  1  0  0  0  0
"814"  42.7821739513187  0.995691059368073  42.7821739513187  0.548200977012857  0  1  0  0  0
"815"  45.8124769816217  1.47842494386062  45.8124769816217  1.05564737982862  0  0  0  1  0
"816"  46.8225779917228  4.65852117158187  46.8225779917228  4.93990125336399  0  0  1  0  0
"817"  49.3478305169753  5.41142442383206  49.3478305169753  5.49713314374311  0  0  0  1  0
"818"  50.3579315270763  5.63386415026046  50.3579315270763  5.65100181695901  0  0  1  0  1
"819"  4.39833556748033  0.553607119553209  4.39833556748033  0.366889434241177  0  0  0  1  0
"820"  14.4993456684904  5.45220257550964  14.4993456684904  5.08692093169803  0  1  0  0  0
"821"  22.5801537492985  5.18242388711988  22.5801537492985  5.19905386683277  0  0  0  1  0
"822"  28.1357093048541  1.00550374715564  28.1357093048541  0.663973722150299  0  0  0  1  0
"823"  38.7417699109147  6.14745268086364  38.7417699109147  5.9600649448151  0  0  0  1  0
"824"  43.7922749614197  0.680565318905799  43.7922749614197  1.15315301844203  0  0  1  0  0
"825"  44.2973254664702  5.90543044698975  44.2973254664702  5.42648785831957  1  0  0  0  1
"826"  9.44884061798538  0.495878918340055  9.44884061798538  0.509244188444315  1  0  0  0  0
"827"  15.5094466785914  0.639292866517274  15.5094466785914  0.996594962723969  1  0  0  0  0
"828"  17.024598193743  1.05128047826312  17.024598193743  1.25095385035112  0  1  0  0  0
"829"  29.6508608200056  5.66681256765727  29.6508608200056  5.62770501376357  0  1  0  0  0
"830"  32.1761133452581  0.25503483662383  32.1761133452581  0.687238924121496  1  0  0  0  0
"831"  33.1862143553591  4.32294259967022  33.1862143553591  3.85627101619467  0  1  0  0  0
"832"  34.1963153654601  0.0372454898455731  34.1963153654601  0.324552560646608  0  1  0  0  0
"833"  42.2771234462682  0.644982217757684  42.2771234462682  0.317540585708526  0  1  0  0  0
"834"  49.8528810220258  5.53145812032183  49.8528810220258  5.2397816069368  0  1  0  0  1
"835"  0.357931527076289  5.29206320254711  0.357931527076289  5.17299737951366  1  0  0  0  0
"836"  3.38823455737932  5.13272851159403  3.38823455737932  5.25292259164692  0  0  0  1  0
"837"  3.89328506242982  0.064790468382993  3.89328506242982  5.87685863949394  1  0  0  0  0
"838"  6.92358809273285  5.35400672768249  6.92358809273285  5.55954506107612  0  0  1  0  0
"839"  20.5599517290965  0.312878690152317  20.5599517290965  0.729181151795089  0  1  0  0  0
"840"  37.7316689008137  0.0412993610626532  37.7316689008137  0.425491289726876  1  0  0  0  0
"841"  39.2468204159652  1.17340238334381  39.2468204159652  1.60574410215721  1  0  0  0  0
"842"  41.2670224361672  5.21627957339595  41.2670224361672  5.44815497531753  0  0  0  1  0
"843"  47.3276284967733  5.11755931708451  47.3276284967733  5.47688431065019  0  0  1  0  0
"844"  48.3377295068743  2.74493081214414  48.3377295068743  2.88480900552631  1  0  0  0  1
"845"  3.89328506242982  0.064790468382993  3.89328506242982  0.263500711367809  1  0  0  0  0
"846"  20.5599517290965  0.312878690152317  20.5599517290965  0.73115124619089  1  0  0  0  0
"847"  24.6003557695005  0.875966076415632  24.6003557695005  0.981733811928559  0  1  0  0  0
"848"  28.1357093048541  1.00550374715564  28.1357093048541  1.24213359389429  1  0  0  0  0
"849"  35.2064163755611  5.65923794160774  35.2064163755611  5.99478545703171  1  0  0  0  0
"850"  37.2266183957632  4.47877718885028  37.2266183957632  4.60999494772003  0  0  1  0  0
"851"  39.7518709210157  6.08129946142816  39.7518709210157  0.123129826498292  1  0  0  0  0
"852"  46.3175274866723  5.90746964127485  46.3175274866723  6.17904218155619  0  0  1  0  0
"853"  47.8326790018238  0.769383408119694  47.8326790018238  1.19298626039156  0  0  0  1  0
"854"  49.8528810220258  5.53145812032183  49.8528810220258  5.26155195733903  0  0  1  0  1
"855"  3.38823455737932  5.13272851159403  3.38823455737932  5.07326053863929  0  1  0  0  0
"856"  3.89328506242982  0.064790468382993  3.89328506242982  0.29268555082322  0  0  1  0  0
"857"  4.39833556748033  0.553607119553209  4.39833556748033  0.95100896091056  0  1  0  0  0
"858"  4.90338607253083  5.45894364537997  4.90338607253083  5.09386155302963  0  1  0  0  0
"859"  6.92358809273285  5.35400672768249  6.92358809273285  5.65515426615259  0  0  0  1  0
"860"  7.93368910283387  0.476167002577675  7.93368910283387  0.617690235959706  0  1  0  0  0
"861"  8.94379011293488  4.96053622254963  8.94379011293488  4.88265199621069  0  0  0  1  0
"862"  9.95389112303589  0.370129135105639  9.95389112303589  0.276871179830164  0  0  0  1  0
"863"  13.9942951634399  0.887343348394223  13.9942951634399  0.401210215100163  0  0  0  1  0
"864"  16.5195476886925  4.70042118543384  16.5195476886925  4.33134899587927  1  0  0  0  0
"865"  21.5700527391975  0.500883117414991  21.5700527391975  0.474070935141275  1  0  0  0  0
"866"  22.075103244248  5.26901374690444  22.075103244248  5.76689740017266  0  1  0  0  0
"867"  27.1256082947531  0.865704902642804  27.1256082947531  0.816025306200075  0  0  1  0  0
"868"  38.7417699109147  6.14745268086364  38.7417699109147  5.94648516434638  0  0  1  0  0
"869"  39.7518709210157  6.08129946142816  39.7518709210157  0.0960944513725854  0  0  0  1  0
"870"  42.2771234462682  0.644982217757684  42.2771234462682  0.343317577329186  0  1  0  0  0
"871"  47.3276284967733  5.11755931708451  47.3276284967733  5.43554198933255  0  0  1  0  1
"872"  0.862982032126794  0.318393023774945  0.862982032126794  6.15967789488658  1  0  0  0  0
"873"  2.88318405232881  1.97687447402028  2.88318405232881  1.78872724837026  0  1  0  0  0
"874"  3.89328506242982  0.064790468382993  3.89328506242982  6.19996002242936  0  1  0  0  0
"875"  5.40843657758134  6.22193565878971  5.40843657758134  0.218547077680467  0  0  1  0  0
"876"  7.93368910283387  0.476167002577675  7.93368910283387  0.214053391596642  0  1  0  0  0
"877"  11.4690426381874  1.20695980808507  11.4690426381874  0.897876952148928  0  0  0  1  0
"878"  13.9942951634399  0.887343348394223  13.9942951634399  1.30835156368006  0  1  0  0  0
"879"  23.5902547593995  1.17524254007639  23.5902547593995  1.09890293248371  0  1  0  0  0
"880"  32.6811638503086  0.355967858540514  32.6811638503086  6.17884599648013  1  0  0  0  0
"881"  33.1862143553591  4.32294259967022  33.1862143553591  4.64161530907005  0  0  1  0  0
"882"  39.2468204159652  1.17340238334381  39.2468204159652  0.762864501101453  0  1  0  0  0
"883"  40.2569214260662  5.99187401450466  40.2569214260662  5.610632327164  0  1  0  0  0
"884"  41.2670224361672  5.21627957339595  41.2670224361672  5.64974315826047  1  0  0  0  0
"885"  45.3074264765712  6.12539506196511  45.3074264765712  6.2167352785403  0  1  0  0  1
"886"  1.3680325371773  6.28278287778247  1.3680325371773  5.92216386085946  0  0  0  1  0
"887"  4.90338607253083  5.45894364537997  4.90338607253083  5.10670016650437  0  0  0  1  0
"888"  10.9639921331369  5.37848938785589  10.9639921331369  5.66233760624288  0  1  0  0  0
"889"  12.9841941533389  5.66544624247412  12.9841941533389  5.6609208445699  0  0  0  1  0
"890"  13.4892446583894  0.402653069669581  13.4892446583894  6.2331420178313  0  1  0  0  0
"891"  13.9942951634399  0.887343348394223  13.9942951634399  1.0186768646064  0  0  0  1  0
"892"  18.034699203844  5.36090498166824  18.034699203844  5.50849421187969  0  1  0  0  0
"893"  22.075103244248  5.26901374690444  22.075103244248  5.22247959373728  0  0  0  1  0
"894"  23.5902547593995  1.17524254007639  23.5902547593995  1.64698598196172  0  0  1  0  0
"895"  28.6407598099046  4.36514459621217  28.6407598099046  4.82770643011723  0  0  1  0  0
"896"  32.6811638503086  0.355967858540514  32.6811638503086  0.13109879075984  0  0  1  0  0
"897"  33.6912648604096  5.13156735001982  33.6912648604096  5.03212556674995  0  0  1  0  0
"898"  36.7215678907127  5.68421187999485  36.7215678907127  5.7578222991695  1  0  0  0  0
"899"  37.7316689008137  0.0412993610626532  37.7316689008137  5.92473710425054  0  0  0  1  0
"900"  38.2367194058642  5.36539328262618  38.2367194058642  5.54091282516195  0  0  1  0  0
"901"  40.2569214260662  5.99187401450466  40.2569214260662  5.52019508440275  1  0  0  0  0
"902"  45.8124769816217  1.47842494386062  45.8124769816217  1.34947878110037  0  1  0  0  0
"903"  46.8225779917228  4.65852117158187  46.8225779917228  4.99043388494005  0  0  1  0  1
"904"  4.39833556748033  0.553607119553209  4.39833556748033  0.866363771100015  1  0  0  0  0
"905"  7.42863859778336  5.74349793428676  7.42863859778336  5.50537104169027  0  0  0  1  0
